1.000000000000000000e+00,5.944567918777465820e-01,3.130029439926147461e-01,2.572783231735229492e-01,4.379267096519470215e-01,5.755501985549926758e-01,3.770061135292053223e-01,3.274641335010528564e-01,4.594676494598388672e-01,3.841702342033386230e-01,3.984554409980773926e-01,4.457818269729614258e-01,4.603437483310699463e-01,4.978656470775604248e-01,3.063374757766723633e-01,5.895386934280395508e-01,5.222839713096618652e-01,5.509908795356750488e-01
5.944567918777465820e-01,1.000000000000000000e+00,3.900326192378997803e-01,2.197330445051193237e-01,4.566039144992828369e-01,5.787851214408874512e-01,4.082579016685485840e-01,3.644140660762786865e-01,3.601649999618530273e-01,3.900196850299835205e-01,4.066050648689270020e-01,4.431343078613281250e-01,4.478240311145782471e-01,4.133432209491729736e-01,2.742597758769989014e-01,5.378172993659973145e-01,5.018831491470336914e-01,5.954723954200744629e-01
3.130029439926147461e-01,3.900326192378997803e-01,1.000000000000000000e+00,3.662884235382080078e-01,3.810981214046478271e-01,3.139131963253021240e-01,5.312210917472839355e-01,2.842927277088165283e-01,3.107892274856567383e-01,4.581373631954193115e-01,2.812869846820831299e-01,3.526175022125244141e-01,4.558556973934173584e-01,2.605011761188507080e-01,1.529050320386886597e-01,2.869966328144073486e-01,4.721407592296600342e-01,3.792479336261749268e-01
2.572783231735229492e-01,2.197330445051193237e-01,3.662884235382080078e-01,1.000000000000000000e+00,4.305412769317626953e-01,3.038910627365112305e-01,5.795216560363769531e-01,3.324182331562042236e-01,3.761131763458251953e-01,4.849973320960998535e-01,4.268831610679626465e-01,3.996619284152984619e-01,3.573437035083770752e-01,3.670117259025573730e-01,2.803317606449127197e-01,2.697232067584991455e-01,3.776060044765472412e-01,4.263979196548461914e-01
4.379267096519470215e-01,4.566039144992828369e-01,3.810981214046478271e-01,4.305412769317626953e-01,1.000000000000000000e+00,6.733073592185974121e-01,5.139988064765930176e-01,4.589706063270568848e-01,4.537276029586791992e-01,4.808617830276489258e-01,5.246292352676391602e-01,4.434269070625305176e-01,4.640734791755676270e-01,4.396863579750061035e-01,3.346689045429229736e-01,5.369265675544738770e-01,5.530425310134887695e-01,5.656367540359497070e-01
5.755501985549926758e-01,5.787851214408874512e-01,3.139131963253021240e-01,3.038910627365112305e-01,6.733073592185974121e-01,1.000000000000000000e+00,3.817988634109497070e-01,3.850948810577392578e-01,4.535275697708129883e-01,4.230616390705108643e-01,5.304657816886901855e-01,4.145963191986083984e-01,4.564332365989685059e-01,4.286521971225738525e-01,3.075244426727294922e-01,5.134940743446350098e-01,5.668312907218933105e-01,5.947884321212768555e-01
3.770061135292053223e-01,4.082579016685485840e-01,5.312210917472839355e-01,5.795216560363769531e-01,5.139988064765930176e-01,3.817988634109497070e-01,1.000000000000000000e+00,4.307908117771148682e-01,4.282833635807037354e-01,6.766430139541625977e-01,4.641202092170715332e-01,4.515985548496246338e-01,6.304722428321838379e-01,5.258980393409729004e-01,2.661931514739990234e-01,4.165423214435577393e-01,6.037577986717224121e-01,5.485211610794067383e-01
3.274641335010528564e-01,3.644140660762786865e-01,2.842927277088165283e-01,3.324182331562042236e-01,4.589706063270568848e-01,3.850948810577392578e-01,4.307908117771148682e-01,1.000000000000000000e+00,4.782433509826660156e-01,3.646722137928009033e-01,6.222280859947204590e-01,5.009772777557373047e-01,4.167108237743377686e-01,4.561671316623687744e-01,3.755101263523101807e-01,4.141255915164947510e-01,3.969551324844360352e-01,3.810688257217407227e-01
4.594676494598388672e-01,3.601649999618530273e-01,3.107892274856567383e-01,3.761131763458251953e-01,4.537276029586791992e-01,4.535275697708129883e-01,4.282833635807037354e-01,4.782433509826660156e-01,1.000000000000000000e+00,3.934523463249206543e-01,5.864359736442565918e-01,4.158517718315124512e-01,4.684799313545227051e-01,4.776795804500579834e-01,4.672982692718505859e-01,4.671267867088317871e-01,4.481120407581329346e-01,3.614407181739807129e-01
3.841702342033386230e-01,3.900196850299835205e-01,4.581373631954193115e-01,4.849973320960998535e-01,4.808617830276489258e-01,4.230616390705108643e-01,6.766430139541625977e-01,3.646722137928009033e-01,3.934523463249206543e-01,1.000000000000000000e+00,4.288776516914367676e-01,4.582865834236145020e-01,5.542523264884948730e-01,5.048039555549621582e-01,2.370733171701431274e-01,4.879587292671203613e-01,5.828691124916076660e-01,5.797032713890075684e-01
